,T2M,ALLSKY_SFC_SW_DWN,PRECTOTCORR
1992-05-04,14.36,7.55,0.77
1992-05-05,9.99,5.34,1.15
1992-05-06,9.24,4.79,0.2
1992-05-07,10.9,5.64,2.23
1992-05-08,10.45,4.18,4.59
1992-05-09,15.47,7.66,0.0
1992-05-10,18.73,8.09,0.0
1992-05-11,20.02,7.52,0.0
1992-05-12,19.04,3.89,19.85
1992-05-13,19.18,4.89,1.03
1992-05-14,20.32,7.34,0.04
1992-05-15,21.81,5.59,0.34
1992-05-16,22.01,6.32,0.35
1992-05-17,22.08,6.68,1.11
1992-05-18,22.28,6.69,1.9
1992-05-19,21.48,5.33,5.77
1992-05-20,21.75,5.55,3.63
1992-05-21,20.16,5.5,1.81
1992-05-22,21.21,7.63,0.01
1992-05-23,22.08,5.82,0.07
1992-05-24,18.72,3.89,0.06
1992-05-25,15.72,3.13,0.07
1992-05-26,15.62,2.93,0.09
1992-05-27,14.51,6.1,0.05
1992-05-28,13.83,1.63,6.41
1992-05-29,17.57,1.96,21.15
1992-05-30,16.26,4.82,1.39
1992-05-31,16.52,7.94,0.0
1992-06-01,16.76,6.18,0.02
1992-06-02,19.02,5.16,0.02
1992-06-03,18.76,2.08,28.33
1992-06-04,18.64,3.19,25.39
1992-06-05,20.97,6.23,0.08
1992-06-06,23.37,5.64,1.45
1992-06-07,23.3,6.44,1.55
1992-06-08,22.22,3.68,3.38
1992-06-09,22.6,3.41,4.3
1992-06-10,22.48,5.5,0.23
1992-06-11,21.5,3.72,1.48
1992-06-12,19.85,1.77,3.4
1992-06-13,20.35,2.31,1.23
1992-06-14,22.51,5.0,0.66
1992-06-15,24.09,6.4,0.91
1992-06-16,25.17,7.36,0.31
1992-06-17,25.41,6.65,10.64
1992-06-18,24.67,3.83,21.62
1992-06-19,23.58,7.29,1.59
1992-06-20,21.8,7.17,4.11
1992-06-21,16.79,5.95,0.47
1992-06-22,16.91,7.77,0.0
1992-06-23,20.27,7.99,0.75
1992-06-24,23.41,6.98,10.28
1992-06-25,24.25,5.43,6.97
1992-06-26,22.0,2.12,10.66
1992-06-27,20.16,8.15,0.0
1992-06-28,21.19,8.16,0.13
1992-06-29,24.33,6.65,0.16
1992-06-30,22.78,2.98,10.65
1992-07-01,24.14,3.93,18.01
1992-07-02,25.43,4.79,33.06
1992-07-03,24.68,3.3,8.86
1992-07-04,23.58,6.79,1.27
1992-07-05,23.25,3.38,20.39
1992-07-06,24.48,6.48,0.65
1992-07-07,25.63,6.1,0.1
1992-07-08,26.23,7.41,0.0
1992-07-09,25.82,6.72,0.06
1992-07-10,26.6,6.68,0.01
1992-07-11,26.79,7.23,0.0
1992-07-12,26.74,7.82,0.0
1992-07-13,27.12,7.66,0.19
1992-07-14,26.04,4.88,3.72
1992-07-15,24.06,4.78,7.41
1992-07-16,23.97,4.77,2.26
1992-07-17,22.91,4.83,8.07
1992-07-18,24.52,6.73,0.19
1992-07-19,25.1,7.72,0.0
1992-07-20,26.42,6.64,0.97
1992-07-21,25.67,5.5,6.1
1992-07-22,24.85,3.9,9.41
1992-07-23,24.63,4.58,4.94
1992-07-24,26.23,5.59,2.69
1992-07-25,26.64,6.1,2.3
1992-07-26,27.28,5.38,1.69
1992-07-27,24.7,3.58,4.17
1992-07-28,24.55,6.32,0.4
1992-07-29,24.99,5.59,0.08
1992-07-30,25.53,4.59,2.21
1992-07-31,22.89,4.01,3.09
1992-08-01,21.34,5.79,0.04
1992-08-02,22.1,6.49,0.1
1992-08-03,23.81,4.47,1.21
1992-08-04,23.0,4.03,1.05
1992-08-05,22.84,4.92,0.11
1992-08-06,24.42,3.11,1.12
1992-08-07,25.79,5.03,1.39
1992-08-08,25.76,5.09,2.67
1992-08-09,26.73,3.83,4.56
1992-08-10,26.1,4.21,3.23
1992-08-11,25.57,5.97,2.78
1992-08-12,23.37,3.98,4.81
1992-08-13,23.27,5.49,6.02
1992-08-14,21.47,4.83,4.54
1992-08-15,20.46,4.21,0.88
1992-08-16,21.02,5.76,0.19
1992-08-17,22.0,5.61,0.19
1992-08-18,22.25,5.78,0.0
1992-08-19,21.77,5.22,0.0
1992-08-20,23.09,5.76,0.63
1992-08-21,21.87,2.14,5.3
1992-08-22,22.48,4.8,3.41
1992-08-23,22.79,3.34,10.66
1992-08-24,25.36,4.06,3.84
1992-08-25,25.24,5.57,0.05
1992-08-26,26.58,5.24,1.89
1992-08-27,23.27,0.9,43.5
1992-08-28,18.48,3.59,3.28
1992-08-29,18.45,6.75,0.0
1992-08-30,21.11,6.55,0.0
1992-08-31,23.21,6.12,0.06
1992-09-01,23.46,5.45,2.2
1992-09-02,22.46,2.54,12.65
1992-09-03,22.06,1.73,5.28
1992-09-04,21.28,2.58,2.53
1992-09-05,23.59,4.81,2.17
1992-09-06,24.21,5.02,0.56
1992-09-07,23.84,4.65,2.54
1992-09-08,24.95,6.06,0.04
1992-09-09,25.06,5.72,2.09
1992-09-10,21.91,4.89,1.21
1992-09-11,17.55,6.41,0.0
1992-09-12,19.2,5.45,0.0
1992-09-13,23.23,4.6,0.0
1992-09-14,23.24,5.54,0.0
1992-09-15,22.84,5.44,0.0
1992-09-16,22.25,6.07,0.01
1992-09-17,22.37,2.5,16.17
1992-09-18,23.18,2.63,12.94
1992-09-19,20.61,2.47,1.66
1992-09-20,23.13,4.52,0.57
1992-09-21,24.41,2.76,20.27
1992-09-22,20.9,1.11,29.02
1992-09-23,15.23,3.09,0.27
1992-09-24,15.91,2.36,0.14
1992-09-25,18.7,2.3,2.49
1992-09-26,18.61,0.54,8.36
1992-09-27,17.57,5.09,8.5
1992-09-28,16.42,5.58,0.03
1992-09-29,12.23,5.34,0.02
1992-09-30,11.4,5.36,0.01
1992-10-01,12.92,5.25,0.01
1992-10-02,15.25,4.86,0.01
1992-10-03,15.15,2.3,0.35
1992-10-04,14.39,0.9,17.06
1992-10-05,14.99,4.02,0.11
1992-10-06,13.57,4.42,0.07
1992-10-07,14.23,4.05,0.12
1992-10-08,17.47,2.48,2.74
1992-10-09,12.71,5.01,0.0
1992-10-10,13.88,2.23,1.78
1992-10-11,11.26,5.07,0.07
1992-10-12,12.81,4.68,0.0
1992-10-13,14.77,4.75,0.01
1992-10-14,18.36,4.64,0.0
1992-10-15,18.55,4.08,0.03
1992-10-16,14.35,0.78,10.82
1992-10-17,8.4,4.13,0.0
1992-10-18,8.89,4.09,0.16
1992-10-19,4.92,4.4,0.0
1992-10-20,9.76,2.46,0.02
1992-10-21,16.1,2.76,0.02
1992-10-22,16.42,4.28,0.0
1992-10-23,16.43,3.94,0.01
1992-10-24,16.61,3.72,0.01
1992-10-25,13.74,3.93,0.01
1992-10-26,14.68,3.83,0.13
1992-10-27,16.7,0.85,9.55
1992-10-28,15.37,3.29,0.06
1992-10-29,15.04,1.45,1.55
1992-10-30,14.16,0.73,10.88
1992-10-31,15.91,1.07,2.66
1992-11-01,17.45,1.33,19.88
1992-11-02,14.92,3.46,3.15
1992-11-03,14.34,4.27,0.27
1992-11-04,9.95,0.77,20.4
1992-11-05,3.82,0.37,2.27
1992-11-06,1.68,0.45,0.04
1992-11-07,0.93,2.84,0.0
1992-11-08,4.5,4.12,0.0
1992-11-09,6.71,4.11,0.01
1992-11-10,10.2,2.71,0.56
1992-11-11,12.97,1.47,1.49
1992-11-12,13.09,0.14,17.23
1992-11-13,3.99,3.92,0.0
1992-11-14,2.86,2.99,0.03
1992-11-15,1.08,3.39,0.0
1992-11-16,5.01,3.91,0.0
1992-11-17,8.65,3.52,0.02
1992-11-18,9.92,3.77,0.0
1992-11-19,10.42,3.06,0.0
1992-11-20,12.29,2.98,3.32
1992-11-21,14.19,1.11,12.51
1992-11-22,16.21,2.82,12.62
1992-11-23,7.39,1.16,0.26
1992-11-24,7.62,0.35,17.06
1992-11-25,14.01,2.99,0.51
1992-11-26,5.94,1.06,0.01
1992-11-27,1.88,0.8,0.13
1992-11-28,-0.28,0.55,0.01
1992-11-29,0.08,2.8,0.0
1992-11-30,1.98,0.91,0.06
1992-12-01,2.37,3.3,0.08
1992-12-02,2.25,3.14,0.54
1992-12-03,1.81,1.94,0.02
1992-12-04,5.23,0.79,5.52
1992-12-05,-3.4,3.24,0.01
1992-12-06,-0.78,0.66,1.07
1992-12-07,0.32,0.71,0.22
1992-12-08,-1.06,2.31,0.48
1992-12-09,0.71,0.57,8.45
1992-12-10,3.42,0.36,3.32
1992-12-11,1.62,1.44,0.35
1992-12-12,0.54,2.68,0.01
1992-12-13,2.71,1.83,0.0
1992-12-14,5.77,2.32,0.0
1992-12-15,7.11,1.05,3.43
1992-12-16,9.07,0.41,6.62
1992-12-17,5.47,1.3,4.01
1992-12-18,2.94,3.04,0.53
1992-12-19,7.32,0.78,2.16
1992-12-20,4.02,0.59,20.74
1992-12-21,4.02,0.39,2.62
1992-12-22,9.11,0.43,6.16
1992-12-23,7.97,0.31,21.56
1992-12-24,-3.8,3.29,0.04
1992-12-25,-0.37,0.64,3.88
1992-12-26,-1.69,2.46,0.01
1992-12-27,1.63,0.53,13.03
1992-12-28,5.22,1.1,0.83
1992-12-29,8.24,2.67,0.01
1992-12-30,9.74,2.32,0.02
1992-12-31,8.35,1.65,0.93
1993-01-01,-0.3,0.87,0.02
1993-01-02,4.41,1.18,0.02
1993-01-03,8.88,1.29,1.2
1993-01-04,12.88,0.49,19.04
1993-01-05,3.31,0.39,1.62
1993-01-06,2.73,0.44,0.09
1993-01-07,4.35,0.7,6.68
1993-01-08,4.54,0.71,3.31
1993-01-09,5.28,0.94,0.43
1993-01-10,7.37,0.73,3.53
1993-01-11,6.86,0.84,6.74
1993-01-12,9.03,1.11,6.31
1993-01-13,4.63,3.18,0.17
1993-01-14,-1.36,2.46,0.01
1993-01-15,0.77,1.55,0.19
1993-01-16,2.56,3.24,0.01
1993-01-17,1.43,2.32,0.01
1993-01-18,-0.78,0.7,0.54
1993-01-19,2.4,0.74,1.18
1993-01-20,4.84,0.53,5.88
1993-01-21,7.12,1.67,8.57
1993-01-22,5.18,2.76,0.07
1993-01-23,6.63,3.56,0.22
1993-01-24,4.26,2.54,14.02
1993-01-25,-1.17,3.74,0.0
1993-01-26,0.64,4.07,0.0
1993-01-27,2.24,4.04,0.0
1993-01-28,6.38,3.85,0.0
1993-01-29,0.79,3.77,0.0
1993-01-30,-0.45,4.24,0.0
1993-01-31,3.27,4.25,0.0
1993-02-01,2.69,4.14,0.0
1993-02-02,0.31,4.29,0.0
1993-02-03,4.98,4.06,0.0
1993-02-04,5.05,3.37,0.0
1993-02-05,7.13,3.85,0.0
1993-02-06,6.53,1.86,0.0
1993-02-07,4.84,2.47,0.0
1993-02-08,6.62,1.98,0.0
1993-02-09,8.16,4.34,0.0
1993-02-10,9.93,3.76,0.36
1993-02-11,8.92,2.83,14.01
1993-02-12,8.39,1.52,1.07
1993-02-13,2.32,1.85,0.21
1993-02-14,0.31,4.33,0.33
1993-02-15,2.13,3.79,8.68
1993-02-16,3.66,0.7,7.41
1993-02-17,-2.46,1.17,0.02
1993-02-18,-6.99,4.44,0.0
1993-02-19,-4.43,2.91,0.01
1993-02-20,1.86,1.89,2.28
1993-02-21,12.03,1.94,16.07
1993-02-22,1.65,4.7,0.02
1993-02-23,-2.97,4.38,0.0
1993-02-24,-3.04,4.09,0.32
1993-02-25,-0.28,0.8,12.16
1993-02-26,0.13,0.7,1.12
1993-02-27,-0.95,1.55,0.0
1993-02-28,-0.42,4.39,0.0
1993-03-01,4.71,5.07,0.0
1993-03-02,6.18,0.7,18.33
1993-03-03,9.41,0.82,3.94
1993-03-04,5.8,0.69,1.75
1993-03-05,2.34,0.83,0.69
1993-03-06,4.67,5.66,0.0
1993-03-07,5.33,2.39,0.56
1993-03-08,8.35,5.95,0.0
1993-03-09,6.18,5.81,0.01
1993-03-10,10.1,5.38,0.1
1993-03-11,2.43,5.94,0.0
1993-03-12,0.12,1.66,2.54
1993-03-13,-3.88,1.55,3.52
1993-03-14,-4.07,3.74,0.2
1993-03-15,0.97,4.51,0.02
1993-03-16,3.19,1.69,9.28
1993-03-17,3.27,1.14,1.15
1993-03-18,0.55,5.17,0.0
1993-03-19,2.73,2.94,0.22
1993-03-20,5.9,1.9,0.18
1993-03-21,10.34,3.2,0.88
1993-03-22,13.51,1.58,18.22
1993-03-23,13.7,2.02,26.26
1993-03-24,10.43,5.17,0.13
1993-03-25,10.54,0.97,7.02
1993-03-26,12.19,1.89,14.45
1993-03-27,11.9,2.96,0.52
1993-03-28,11.72,6.1,0.01
1993-03-29,13.6,6.56,0.0
1993-03-30,17.32,6.04,0.13
1993-03-31,15.86,3.63,7.9
1993-04-01,8.19,0.79,3.4
1993-04-02,2.75,2.43,0.14
1993-04-03,5.63,6.72,0.06
1993-04-04,8.21,2.96,3.36
1993-04-05,8.33,0.73,8.48
1993-04-06,9.65,3.82,0.11
1993-04-07,12.38,5.97,0.0
1993-04-08,12.63,4.45,1.01
1993-04-09,12.47,1.61,8.02
1993-04-10,12.66,7.3,0.0
1993-04-11,15.2,5.64,0.0
1993-04-12,13.69,7.34,0.0
1993-04-13,16.44,5.19,0.08
1993-04-14,18.05,5.54,0.13
1993-04-15,15.44,2.73,9.02
1993-04-16,7.27,2.1,0.99
1993-04-17,8.58,7.38,0.0
1993-04-18,13.12,7.2,0.0
1993-04-19,16.35,7.37,0.02
1993-04-20,14.24,1.16,7.54
1993-04-21,6.53,4.44,0.19
1993-04-22,7.55,7.2,0.0
1993-04-23,12.48,7.23,0.01
1993-04-24,15.44,3.87,1.19
1993-04-25,17.3,2.2,33.85
1993-04-26,13.03,5.72,0.21
1993-04-27,13.75,7.28,0.0
1993-04-28,14.94,7.34,0.0
1993-04-29,15.85,7.3,0.42
1993-04-30,16.92,3.84,0.78
1993-05-01,16.71,2.53,1.67
1993-05-02,17.83,1.54,4.81
1993-05-03,17.79,1.49,45.15
1993-05-04,17.77,4.81,9.41
1993-05-05,20.63,7.78,0.01
1993-05-06,21.3,6.05,0.01
1993-05-07,21.98,7.5,0.19
1993-05-08,21.99,6.91,1.74
1993-05-09,21.9,7.17,0.01
1993-05-10,20.71,6.91,0.0
1993-05-11,20.03,6.12,0.62
1993-05-12,18.85,5.03,5.71
1993-05-13,15.59,2.29,6.89
1993-05-14,15.73,7.72,0.0
1993-05-15,17.92,8.09,0.03
1993-05-16,20.65,6.26,7.07
1993-05-17,19.45,6.25,1.62
1993-05-18,20.52,6.6,8.54
1993-05-19,16.13,6.11,4.03
1993-05-20,12.78,4.96,0.46
1993-05-21,12.53,5.55,0.19
1993-05-22,15.64,8.37,0.0
1993-05-23,17.29,7.41,0.09
1993-05-24,19.4,3.84,0.25
1993-05-25,17.77,1.63,4.9
1993-05-26,17.17,8.2,0.01
1993-05-27,19.31,8.27,0.05
1993-05-28,22.42,6.61,0.59
1993-05-29,23.43,7.53,1.63
1993-05-30,22.23,6.06,13.39
1993-05-31,18.79,2.77,11.38
1993-06-01,14.87,7.75,0.02
1993-06-02,18.26,6.25,0.0
1993-06-03,21.88,6.36,0.12
1993-06-04,23.32,4.75,2.1
1993-06-05,18.47,5.64,0.44
1993-06-06,18.94,7.38,0.01
1993-06-07,24.28,6.94,0.95
1993-06-08,25.55,7.19,0.02
1993-06-09,25.18,7.49,1.1
1993-06-10,24.9,5.63,7.83
1993-06-11,25.04,6.53,1.06
1993-06-12,24.24,5.76,4.71
1993-06-13,24.1,5.62,2.59
1993-06-14,23.62,5.69,14.37
1993-06-15,22.84,6.35,4.13
1993-06-16,23.61,6.7,0.12
1993-06-17,25.29,6.91,0.44
1993-06-18,25.72,7.16,0.0
1993-06-19,24.89,6.12,0.02
1993-06-20,23.89,3.64,3.7
1993-06-21,23.84,3.82,3.15
1993-06-22,25.09,5.6,1.62
1993-06-23,25.8,6.53,0.79
1993-06-24,24.6,5.38,8.93
1993-06-25,23.97,4.55,3.98
1993-06-26,24.01,5.88,1.75
1993-06-27,24.45,5.29,4.56
1993-06-28,25.2,6.4,6.37
1993-06-29,24.55,5.85,2.33
1993-06-30,26.06,5.9,3.82
1993-07-01,26.99,5.64,1.06
1993-07-02,27.38,6.65,0.05
1993-07-03,27.73,6.56,0.0
1993-07-04,28.48,6.74,0.11
1993-07-05,27.2,6.59,0.06
1993-07-06,28.01,7.68,0.0
1993-07-07,28.64,6.82,0.01
1993-07-08,29.76,6.92,0.45
1993-07-09,28.81,3.97,7.53
1993-07-10,27.97,5.61,4.44
1993-07-11,27.76,6.79,2.43
1993-07-12,26.86,5.65,8.18
1993-07-13,27.17,6.61,2.17
1993-07-14,27.08,5.96,5.25
1993-07-15,27.15,5.39,6.21
1993-07-16,28.37,6.67,1.14
1993-07-17,29.02,6.55,1.95
1993-07-18,29.72,5.99,5.47
1993-07-19,29.0,6.5,1.39
1993-07-20,28.24,6.42,0.0
1993-07-21,28.4,6.35,0.56
1993-07-22,26.88,6.36,7.92
1993-07-23,28.26,6.6,0.52
1993-07-24,29.86,6.2,2.52
1993-07-25,30.72,6.57,0.18
1993-07-26,31.33,7.03,0.17
1993-07-27,31.28,6.27,0.53
1993-07-28,29.28,7.02,0.06
1993-07-29,28.45,7.36,0.01
1993-07-30,25.36,6.64,0.0
1993-07-31,25.77,6.92,0.0
1993-08-01,26.84,4.27,1.09
1993-08-02,26.91,5.11,0.66
1993-08-03,25.92,5.78,0.07
1993-08-04,23.5,3.02,4.76
1993-08-05,24.59,5.99,7.99
1993-08-06,22.15,2.43,18.01
1993-08-07,23.67,6.24,0.15
1993-08-08,24.61,6.15,0.0
1993-08-09,25.36,6.85,0.0
1993-08-10,26.36,5.6,0.02
1993-08-11,27.39,5.89,0.24
1993-08-12,25.75,2.84,5.88
1993-08-13,26.99,4.48,7.77
1993-08-14,27.35,5.72,0.24
1993-08-15,28.7,6.66,0.09
1993-08-16,29.32,6.66,0.21
1993-08-17,29.23,6.43,5.4
1993-08-18,28.91,6.0,1.42
1993-08-19,29.77,6.02,0.45
1993-08-20,28.95,4.55,6.33
1993-08-21,27.07,5.98,0.56
1993-08-22,28.29,6.48,0.0
1993-08-23,28.65,5.29,0.9
1993-08-24,28.47,5.74,4.42
1993-08-25,28.97,5.15,2.02
1993-08-26,29.57,5.6,1.76
1993-08-27,29.65,6.09,1.09
1993-08-28,29.59,5.72,1.75
1993-08-29,29.84,5.74,0.57
1993-08-30,29.9,5.77,0.21
1993-08-31,29.72,5.97,0.28
1993-09-01,28.86,5.34,1.17
1993-09-02,26.26,3.6,4.39
1993-09-03,24.72,3.13,18.03
1993-09-04,21.83,4.97,0.34
1993-09-05,22.94,5.51,0.01
1993-09-06,24.08,5.93,0.01
1993-09-07,24.04,5.65,0.16
1993-09-08,23.87,4.23,2.55
1993-09-09,23.98,4.05,2.04
1993-09-10,20.49,5.9,0.01
1993-09-11,18.96,6.13,0.0
1993-09-12,22.47,6.19,0.0
1993-09-13,25.31,4.8,0.02
1993-09-14,26.84,4.75,2.97
1993-09-15,20.11,1.17,14.04
1993-09-16,20.27,2.02,1.01
1993-09-17,21.05,4.87,0.01
1993-09-18,19.3,4.25,0.0
1993-09-19,21.34,5.82,0.03
1993-09-20,22.18,3.44,1.7
1993-09-21,21.57,5.45,0.22
1993-09-22,22.5,5.39,0.02
1993-09-23,24.55,2.69,7.72
1993-09-24,22.91,3.84,8.17
1993-09-25,24.13,3.9,12.6
1993-09-26,18.85,0.78,10.62
1993-09-27,14.43,5.2,0.62
1993-09-28,15.0,5.07,0.0
1993-09-29,13.92,5.36,0.0
1993-09-30,11.32,5.21,0.0
1993-10-01,16.95,5.36,0.12
1993-10-02,16.9,2.64,2.05
1993-10-03,14.14,5.19,0.06
1993-10-04,16.07,5.23,0.0
1993-10-05,18.2,5.16,0.0
1993-10-06,19.99,5.14,0.0
1993-10-07,19.85,4.76,0.0
1993-10-08,20.21,4.67,0.03
1993-10-09,18.26,1.6,2.7
1993-10-10,9.99,1.18,0.3
1993-10-11,8.27,0.86,1.48
1993-10-12,11.72,4.42,0.0
1993-10-13,15.2,3.04,0.04
1993-10-14,16.66,3.9,0.14
1993-10-15,18.62,1.26,3.67
1993-10-16,17.86,1.6,18.13
1993-10-17,18.43,2.41,4.01
1993-10-18,17.78,1.19,2.43
1993-10-19,20.87,2.12,6.43
1993-10-20,21.53,1.57,2.46
1993-10-21,13.24,0.87,1.89
1993-10-22,10.17,4.27,0.0
1993-10-23,10.71,4.49,0.01
1993-10-24,14.36,4.16,0.0
1993-10-25,15.3,3.26,0.15
1993-10-26,17.09,4.51,0.04
1993-10-27,10.58,4.12,0.0
1993-10-28,8.24,4.3,0.0
1993-10-29,9.25,1.15,3.24
1993-10-30,2.42,0.7,5.27
1993-10-31,1.19,1.18,1.88
1993-11-01,2.03,4.3,0.02
1993-11-02,5.05,3.48,0.06
1993-11-03,8.33,1.31,0.49
1993-11-04,13.07,1.1,3.2
1993-11-05,12.92,3.13,2.32
1993-11-06,2.47,1.1,0.0
1993-11-07,0.93,3.86,0.0
1993-11-08,4.9,4.14,0.0
1993-11-09,8.01,1.96,0.0
1993-11-10,8.4,4.14,0.0
1993-11-11,9.32,3.53,0.0
1993-11-12,10.65,0.78,2.08
1993-11-13,17.15,1.65,2.91
1993-11-14,19.93,1.73,24.58
1993-11-15,13.42,1.09,10.48
1993-11-16,15.08,1.73,1.64
1993-11-17,13.42,1.64,13.77
1993-11-18,9.73,1.35,0.36
1993-11-19,8.07,1.0,1.88
1993-11-20,2.47,3.76,0.0
1993-11-21,4.51,3.78,0.0
1993-11-22,6.43,3.71,0.0
1993-11-23,9.15,3.34,0.05
1993-11-24,10.78,2.21,0.19
1993-11-25,11.91,1.31,0.36
1993-11-26,8.21,1.07,8.58
1993-11-27,1.65,3.35,1.82
1993-11-28,0.69,3.58,0.02
1993-11-29,1.55,3.54,0.0
1993-11-30,2.52,3.29,0.02
1993-12-01,6.7,3.37,0.0
1993-12-02,7.71,1.56,2.35
1993-12-03,11.48,1.28,15.49
1993-12-04,12.97,0.32,79.98
1993-12-05,6.28,1.38,0.6
1993-12-06,4.36,2.71,0.01
1993-12-07,2.94,3.15,0.14
1993-12-08,6.18,3.41,0.02
1993-12-09,8.09,1.83,12.96
1993-12-10,10.7,2.14,20.84
1993-12-11,-0.29,3.31,0.05
1993-12-12,-0.36,3.07,0.0
1993-12-13,4.23,2.09,6.57
1993-12-14,4.73,0.53,6.23
1993-12-15,5.47,0.51,1.89
1993-12-16,5.5,0.72,0.06
1993-12-17,5.29,0.81,0.1
1993-12-18,3.88,2.04,0.1
1993-12-19,2.53,2.95,0.01
1993-12-20,3.03,0.2,13.59
1993-12-21,-0.76,3.22,0.28
1993-12-22,0.45,1.56,0.17
1993-12-23,-2.36,1.56,0.34
1993-12-24,-1.47,2.71,0.04
1993-12-25,-2.0,0.74,0.44
1993-12-26,0.24,3.32,0.0
1993-12-27,3.51,1.87,0.97
1993-12-28,2.44,0.53,22.47
1993-12-29,-1.56,1.28,0.47
1993-12-30,-5.99,3.1,0.06
1993-12-31,-1.02,3.21,0.01
1994-01-01,0.68,0.66,2.83
1994-01-02,2.05,1.54,0.95
1994-01-03,1.44,0.69,8.04
1994-01-04,-1.35,0.73,1.77
1994-01-05,-1.5,2.19,0.58
1994-01-06,5.3,0.69,3.38
1994-01-07,0.7,0.56,22.29
1994-01-08,-7.6,3.59,0.0
1994-01-09,-3.67,3.68,0.03
1994-01-10,-0.68,2.87,0.06
1994-01-11,1.91,1.31,8.2
1994-01-12,1.84,1.09,0.26
1994-01-13,2.32,1.13,0.54
1994-01-14,-4.51,1.89,1.19
1994-01-15,-12.64,3.13,0.5
1994-01-16,-7.75,2.48,1.43
1994-01-17,-4.31,0.7,18.42
1994-01-18,-17.2,2.29,0.0
1994-01-19,-15.69,3.19,0.0
1994-01-20,-8.27,1.31,0.0
1994-01-21,-8.97,3.4,0.12
1994-01-22,-4.27,3.89,0.43
1994-01-23,1.13,1.55,2.78
1994-01-24,3.36,3.02,0.19
1994-01-25,6.88,0.5,15.6
1994-01-26,8.81,0.7,13.85
1994-01-27,8.53,0.77,17.0
1994-01-28,5.92,1.7,8.57
1994-01-29,-0.85,1.68,0.03
1994-01-30,-0.56,4.09,0.04
1994-01-31,-2.07,1.42,0.23
1994-02-01,-4.3,3.79,0.0
1994-02-02,-1.78,3.79,0.0
1994-02-03,0.77,3.79,0.06
1994-02-04,2.43,1.11,0.69
1994-02-05,3.67,2.72,1.6
1994-02-06,4.59,4.23,0.01
1994-02-07,7.46,2.92,0.03
1994-02-08,15.96,0.96,8.91
1994-02-09,2.25,0.61,19.91
1994-02-10,-2.51,0.77,49.78
1994-02-11,0.9,0.91,18.16
1994-02-12,2.9,1.61,0.99
1994-02-13,-0.11,1.85,1.12
1994-02-14,1.15,4.64,0.01
1994-02-15,3.89,3.15,0.0
1994-02-16,5.63,4.54,0.0
1994-02-17,6.47,4.57,0.0
1994-02-18,9.88,4.2,0.05
1994-02-19,12.26,4.25,0.02
1994-02-20,13.78,1.01,18.06
1994-02-21,12.16,3.54,12.41
1994-02-22,10.84,1.18,37.37
1994-02-23,13.34,3.08,10.57
1994-02-24,1.68,5.06,0.13
1994-02-25,4.41,5.21,0.0
1994-02-26,-3.78,5.22,0.0
1994-02-27,-0.96,5.44,0.0
1994-02-28,4.33,4.94,0.4
1994-03-01,4.53,1.03,16.78
1994-03-02,2.14,1.23,12.18
1994-03-03,2.29,5.41,0.26
1994-03-04,9.17,5.54,0.0
1994-03-05,8.64,5.61,0.0
1994-03-06,12.22,5.56,0.0
1994-03-07,14.73,4.65,2.35
1994-03-08,5.13,1.3,15.21
1994-03-09,3.75,1.09,52.32
1994-03-10,-0.71,5.57,0.8
1994-03-11,1.85,5.67,0.14
1994-03-12,5.14,5.73,0.07
1994-03-13,7.83,2.42,2.6
1994-03-14,8.22,6.02,0.06
1994-03-15,10.23,5.76,0.01
1994-03-16,2.69,5.83,0.01
1994-03-17,4.55,5.2,0.0
1994-03-18,11.02,5.77,0.21
1994-03-19,8.58,5.64,0.0
1994-03-20,14.22,3.61,0.79
1994-03-21,14.1,1.88,4.89
1994-03-22,10.01,6.29,0.0
1994-03-23,14.07,4.7,1.82
1994-03-24,15.84,0.66,33.17
1994-03-25,7.61,6.05,2.17
1994-03-26,9.37,4.35,15.26
1994-03-27,12.57,1.13,80.27
1994-03-28,5.61,1.87,13.0
1994-03-29,5.4,5.97,0.39
1994-03-30,5.96,1.92,11.39
1994-03-31,5.24,5.57,0.3
1994-04-01,8.63,6.56,0.02
1994-04-02,13.17,6.32,0.31
1994-04-03,8.64,1.57,5.19
1994-04-04,8.37,6.05,0.02
1994-04-05,12.14,0.92,37.85
1994-04-06,9.9,1.53,5.75
1994-04-07,5.13,6.96,0.0
1994-04-08,9.72,6.88,0.0
1994-04-09,14.9,5.54,1.56
1994-04-10,19.07,1.3,43.15
1994-04-11,20.21,6.48,9.06
1994-04-12,19.27,2.82,6.42
1994-04-13,14.19,7.26,0.06
1994-04-14,17.06,7.29,0.26
1994-04-15,18.68,1.46,42.42
1994-04-16,12.06,7.23,0.05
1994-04-17,14.57,7.4,0.0
1994-04-18,18.25,7.38,0.0
1994-04-19,19.01,7.17,0.0
1994-04-20,17.18,7.36,0.0
1994-04-21,16.59,7.23,0.02
1994-04-22,13.12,6.02,0.41
1994-04-23,14.94,7.32,0.0
1994-04-24,17.88,6.35,0.0
1994-04-25,20.12,6.71,0.19
1994-04-26,21.02,5.08,2.6
1994-04-27,21.04,3.14,7.13
1994-04-28,20.82,7.19,0.95
1994-04-29,20.62,4.9,6.05
1994-04-30,19.65,2.69,8.23
1994-05-01,9.98,3.31,1.67
1994-05-02,11.26,7.45,0.12
1994-05-03,12.02,1.86,18.37
1994-05-04,12.92,2.98,0.27
1994-05-05,15.89,6.89,0.01
